Ciudad,Fecha,Gestor,#,Etapa,Fuente,Sucursal,Categoría,kg,Usuario,Hora Registro,ID
Bogotá,12/3/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,PET,1,,,12242
Cali,12/3/2024,ARAC22,,Recolección,Papa John's,Av. Roosevelt,Mezclado,0,,,12243
Cali,12/3/2024,ARAC22,,Recolección,Papa John's,Granada,Mezclado,0,,,12244
Cali,12/3/2024,ARAC22,,Caracterización,Papa John's,Cali,PET,0,,,12245
Cali,12/3/2024,ARAC22,,Caracterización,Papa John's,Cali,PET,0,,,12246
Bogotá,12/3/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,10,,,12247
Bogotá,12/3/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,7,,,12248
Bogotá,12/3/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Chatarra,7,,,12249
Bogotá,12/3/2024,ASSORSA,,Caracterización,Qbano,Bogotá,PEBD,1.5,,,12250
Bogotá,12/3/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Rechazo,2,,,12251
Cali,12/3/2024,WERO,7457,Recolección,Qbano,Normandia - Cali,Mezclado,31.25,,,12252
Cali,12/3/2024,WERO,7453,Recolección,Storia D´Amore,Granada,Mezclado,50.05,,,12253
Cali,12/4/2024,WERO,,Caracterización,Calathea,Cali,Cartón,7.8,,,12254
Cali,12/4/2024,WERO,7483,Recolección,Calathea,San Fernando,Mezclado,52,,,12255
Cali,12/4/2024,WERO,,Caracterización,Calathea,Cali,Orgánicos,24.2,,,12256
Cali,12/4/2024,WERO,,Caracterización,Calathea,Cali,PET,6,,,12257
Cali,12/4/2024,WERO,,Caracterización,Calathea,Cali,Plegadiza,4,,,12258
Cali,12/4/2024,WERO,,Caracterización,Calathea,Cali,Rechazo,3,,,12259
Cali,12/4/2024,WERO,,Caracterización,Calathea,Cali,Vidrio,7,,,12260
Bogotá,12/4/2024,WERO,7209,Recolección,Dunkin Bogotá,PV 103,Mezclado,4,,,12261
Bogotá,12/4/2024,WERO,7208,Recolección,Dunkin Bogotá,PV 134,Mezclado,3,,,12262
Bogotá,12/4/2024,WERO,7213,Recolección,Dunkin Bogotá,PV 225,Mezclado,1,,,12263
Bogotá,12/4/2024,WERO,7210,Recolección,Dunkin Bogotá,PV 240,Mezclado,1,,,12264
Bogotá,12/4/2024,WERO,7212,Recolección,Dunkin Bogotá,PV 244,Mezclado,2,,,12265
Bogotá,12/4/2024,WERO,7214,Recolección,Dunkin Bogotá,PV 262,Mezclado,2,,,12266
Bogotá,12/4/2024,WERO,7211,Recolección,Dunkin Bogotá,PV 285,Mezclado,2,,,12267
Cali,12/4/2024,WERO,7484,Recolección,Dunkin Cali,San Vicente,Mezclado,2.5,,,12268
Cali,12/4/2024,WERO,7482,Recolección,Mr. Bross,El Refugio,Mezclado,2.5,,,12269
Bogotá,12/4/2024,WERO,7216,Recolección,Qbano,Connecta - Bogotá,Mezclado,0,,,12270
Bogotá,12/4/2024,WERO,7220,Recolección,Qbano,Galan - Bogotá,Mezclado,3,,,12271
Bogotá,12/4/2024,WERO,7222,Recolección,Qbano,Kennedy - Bogotá,Mezclado,2,,,12272
Bogotá,12/4/2024,WERO,7218,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,,,12273
Bogotá,12/4/2024,WERO,7221,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,1,,,12274
Bogotá,12/4/2024,WERO,7217,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,2,,,12275
Bogotá,12/4/2024,WERO,7219,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,,,12276
Bogotá,12/4/2024,WERO,7215,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,1,,,12277
Cali,12/4/2024,WERO,7471,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,0,,,12278
Cali,12/4/2024,WERO,7468,Recolección,Qbano,Calima - Cali,Mezclado,2.5,,,12279
Cali,12/4/2024,WERO,7472,Recolección,Qbano,Cámbulos - Cali,Mezclado,2.7,,,12280
Cali,12/4/2024,WERO,7475,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,0.3,,,12281
Cali,12/4/2024,WERO,7469,Recolección,Qbano,Guayacanes - Cali,Mezclado,0,,,12282
Cali,12/4/2024,WERO,7467,Recolección,Qbano,La Merced - Cali,Mezclado,23.5,,,12283
Cali,12/4/2024,WERO,7466,Recolección,Qbano,Norte 1 - Cali,Mezclado,3,,,12284
Cali,12/4/2024,WERO,7465,Recolección,Qbano,Norte 2 - Cali,Mezclado,3.8,,,12285
Cali,12/4/2024,WERO,7473,Recolección,Qbano,Panamericano - Cali,Mezclado,6,,,12286
Cali,12/4/2024,WERO,7476,Recolección,Qbano,Republica de Israel - Cali,Mezclado,1.6,,,12287
Cali,12/4/2024,WERO,7470,Recolección,Qbano,San Fernando - Cali,Mezclado,6,,,12288
Cali,12/4/2024,WERO,7477,Recolección,Qbano,Valle Grande - Cali,Mezclado,1.1,,,12289
Cali,12/4/2024,WERO,7464,Recolección,Storia D´Amore,Granada,Mezclado,97.7,,,12290
Cali,12/4/2024,WERO,7462,Recolección,Tecnoplast,Popular,Orgánicos,147,,,12291
Cali,12/4/2024,WERO,7474,Recolección,Tortelli,Palmas Mall,Mezclado,13.2,,,12292
Cali,12/4/2024,WERO,7463,Recolección,Tortelli,Peñón,Mezclado,35.8,,,12293
Cali,12/4/2024,WERO,7485,Recolección,Uva de Lujo,Granada,Mezclado,9.3,,,12294
Bogotá,12/5/2024,WERO,7223,Recolección,Mascompost,La serena,Orgánicos,135,,,12295
Cali,12/5/2024,WERO,7480,Recolección,Merca Mio,Merca Mío,Mezclado,42.2,,,12296
Cali,12/5/2024,WERO,,Caracterización,Mr. Bross,Cali,Cartón,7.2,,,12297
Cali,12/5/2024,WERO,7487,Recolección,Mr. Bross,La Flora,Mezclado,5.8,,,12298
Cali,12/5/2024,WERO,7478,Recolección,Mr. Bross,Los Gatos,Mezclado,3.8,,,12299
Cali,12/5/2024,WERO,,Caracterización,Mr. Bross,Cali,PEAD,2.8,,,12300
Cali,12/5/2024,WERO,,Caracterización,Mr. Bross,Cali,PEBD,4.5,,,12301
Cali,12/5/2024,WERO,,Caracterización,Mr. Bross,Cali,PET,8.2,,,12302
Cali,12/5/2024,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,6.8,,,12303
Cali,12/5/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,4.05,,,12304
Cali,12/5/2024,WERO,7479,Recolección,Qbano,Normandia - Cali,Mezclado,11,,,12305
Cali,12/5/2024,WERO,7488,Recolección,Tecnoplast,Popular,Orgánicos,56.7,,,12306
Cali,12/5/2024,WERO,7486,Recolección,Tejo Pachanguero,Granada,Orgánicos,117.2,,,12307
Bogotá,12/6/2024,WERO,7225,Recolección,Dunkin Bogotá,PV 225,Mezclado,1,,,12308
Bogotá,12/6/2024,WERO,7224,Recolección,Dunkin Bogotá,PV 240,Mezclado,0,,,12309
Cali,12/6/2024,WERO,,Caracterización,Faró,Cali,Cartón,2.9,,,12310
Cali,12/6/2024,WERO,7503,Recolección,Faró,Ciudad Jardín,Mezclado,69.2,,,12311
Cali,12/6/2024,WERO,,Caracterización,Faró,Cali,Orgánicos,50.15,,,12312
Cali,12/6/2024,WERO,,Caracterización,Faró,Cali,Vidrio,16.15,,,12313
Cali,12/6/2024,WERO,7490,Recolección,Jaramillo Mora,La Flora,Orgánicos,24.2,,,12314
Bogotá,12/6/2024,WERO,7228,Recolección,Mascompost,La serena,Orgánicos,112.4,,,12315
Cali,12/6/2024,WERO,7502,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,5.45,,,12316
Cali,12/6/2024,ARAC22,,Recolección,Papa John's,Av. Roosevelt,Mezclado,0,,,12317
Cali,12/6/2024,ARAC22,,Recolección,Papa John's,Granada,Mezclado,4,,,12318
Cali,12/6/2024,ARAC22,,Caracterización,Papa John's,Cali,PET,4,,,12319
Cali,12/6/2024,ARAC22,,Caracterización,Papa John's,Cali,PET,0,,,12320
Cali,12/6/2024,WERO,7504,Recolección,Pisco,Ciudad Jardín,Orgánicos,27.4,,,12321
Bogotá,12/6/2024,WERO,7229,Recolección,Qbano,Connecta - Bogotá,Mezclado,0,,,12322
Bogotá,12/6/2024,WERO,7233,Recolección,Qbano,Galan - Bogotá,Mezclado,3,,,12323
Bogotá,12/6/2024,WERO,7235,Recolección,Qbano,Kennedy - Bogotá,Mezclado,1,,,12324
Bogotá,12/6/2024,WERO,7231,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,,,12325
Bogotá,12/6/2024,WERO,7234,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,2,,,12326
Bogotá,12/6/2024,WERO,7230,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,1,,,12327
Bogotá,12/6/2024,WERO,7232,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,,,12328
Bogotá,12/6/2024,WERO,7227,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,2,,,12329
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,Archivo,10.3,,,12330
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,Cartón,64.2,,,12331
Cali,12/6/2024,WERO,7499,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,0,,,12332
Cali,12/6/2024,WERO,7495,Recolección,Qbano,Calima - Cali,Mezclado,1.2,,,12333
Cali,12/6/2024,WERO,7500,Recolección,Qbano,Cámbulos - Cali,Mezclado,0,,,12334
Cali,12/6/2024,WERO,7505,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,6.68,,,12335
Cali,12/6/2024,WERO,7496,Recolección,Qbano,Guayacanes - Cali,Mezclado,3.1,,,12336
Cali,12/6/2024,WERO,7494,Recolección,Qbano,La Merced - Cali,Mezclado,17,,,12337
Cali,12/6/2024,WERO,7493,Recolección,Qbano,Norte 1 - Cali,Mezclado,9.97,,,12338
Cali,12/6/2024,WERO,7492,Recolección,Qbano,Norte 2 - Cali,Mezclado,6.6,,,12339
Cali,12/6/2024,WERO,7497,Recolección,Qbano,Panamericano - Cali,Mezclado,5.65,,,12340
Cali,12/6/2024,WERO,7506,Recolección,Qbano,Republica de Israel - Cali,Mezclado,4.1,,,12341
Cali,12/6/2024,WERO,7498,Recolección,Qbano,San Fernando - Cali,Mezclado,4.8,,,12342
Cali,12/6/2024,WERO,7507,Recolección,Qbano,Valle Grande - Cali,Mezclado,1.75,,,12343
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,Orgánicos,65.55,,,12344
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,PEAD,8.9,,,12345
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,PEBD,6.6,,,12346
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,PET,12.2,,,12347
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,Plegadiza,11.8,,,12348
Cali,12/6/2024,WERO,,Caracterización,Qbano,Cali,Rechazo,32.3,,,12349
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Archivo,8,,,12350
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Cartón,18.95,,,12351
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Chatarra,6.2,,,12352
Cali,12/6/2024,WERO,7489,Recolección,Storia D´Amore,Granada,Mezclado,171.85,,,12353
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,PEAD,5.2,,,12354
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,PEBD,2.2,,,12355
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Plegadiza,4.9,,,12356
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,7.3,,,12357
Cali,12/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Vidrio,266.85,,,12358
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,Archivo,0.8,,,12359
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,Cartón,43.9,,,12360
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,Chatarra,12.6,,,12361
Cali,12/6/2024,WERO,7501,Recolección,Tortelli,Palmas Mall,Mezclado,18.8,,,12362
Cali,12/6/2024,WERO,7491,Recolección,Tortelli,Peñón,Mezclado,46.85,,,12363
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,PEBD,1.5,,,12364
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,PET,5.8,,,12365
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,Plegadiza,2,,,12366
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,14.3,,,12367
Cali,12/6/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,96.4,,,12368
Bogotá,12/7/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Archivo,10,,,12369
Bogotá,12/7/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Cartón,5,,,12370
Bogotá,12/7/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEBD,4,,,12371
Bogotá,12/7/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Rechazo,2,,,12372
Bogotá,12/7/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,8,,,12373
Bogotá,12/7/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,7,,,12374
Bogotá,12/7/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Chatarra,4,,,12375
Bogotá,12/7/2024,ASSORSA,,Caracterización,Qbano,Bogotá,PET,6,,,12376
Cali,12/9/2024,WERO,7520,Recolección,Faró,Ciudad Jardín,Mezclado,45.1,,,12377
Cali,12/9/2024,WERO,,Caracterización,Faró,Cali,Orgánicos,45.1,,,12378
Bogotá,12/9/2024,WERO,7240,Recolección,Pan Pa' Ya,Calle 96,Mezclado,15,,,12379
Bogotá,12/9/2024,WERO,7241,Recolección,Pan Pa' Ya,Calle 98,Mezclado,16,,,12380
Bogotá,12/9/2024,WERO,7244,Recolección,Pan Pa' Ya,Calleja,Mezclado,5,,,12381
Bogotá,12/9/2024,WERO,7237,Recolección,Pan Pa' Ya,Chapinero,Mezclado,26,,,12382
Bogotá,12/9/2024,WERO,7242,Recolección,Pan Pa' Ya,Chico Miranda,Mezclado,23,,,12383
Bogotá,12/9/2024,WERO,7239,Recolección,Pan Pa' Ya,El Retiro,Mezclado,40,,,12384
Bogotá,12/9/2024,WERO,7250,Recolección,Pan Pa' Ya,Esmeralda,Mezclado,8,,,12385
Bogotá,12/9/2024,WERO,7246,Recolección,Pan Pa' Ya,Mazuren,Mezclado,4,,,12386
Bogotá,12/9/2024,WERO,7247,Recolección,Pan Pa' Ya,Oficina principal,Mezclado,3,,,12387
Bogotá,12/9/2024,WERO,7243,Recolección,Pan Pa' Ya,Pasadena,Mezclado,5,,,12388
Bogotá,12/9/2024,WERO,7238,Recolección,Pan Pa' Ya,Rosales,Mezclado,15,,,12389
Bogotá,12/9/2024,WERO,7249,Recolección,Pan Pa' Ya,Suba,Mezclado,2,,,12390
Bogotá,12/9/2024,WERO,7245,Recolección,Pan Pa' Ya,Toberin,Mezclado,1,,,12391
Bogotá,12/9/2024,WERO,7254,Recolección,Papa John's,Corferias,Mezclado,1,,,12392
Cali,12/9/2024,WERO,7521,Recolección,Pisco,Ciudad Jardín,Orgánicos,24.05,,,12393
Bogotá,12/9/2024,WERO,7255,Recolección,Qbano,Connecta - Bogotá,Mezclado,2,,,12394
Bogotá,12/9/2024,WERO,7258,Recolección,Qbano,Galan - Bogotá,Mezclado,4,,,12395
Bogotá,12/9/2024,WERO,7256,Recolección,Qbano,Kennedy - Bogotá,Mezclado,4,,,12396
Bogotá,12/9/2024,WERO,7252,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,,,12397
Bogotá,12/9/2024,WERO,7257,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,2,,,12398
Bogotá,12/9/2024,WERO,7251,Recolección,Qbano,Pepe Sierra - Bogotá,Mezclado,6,,,12399
Bogotá,12/9/2024,WERO,7253,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,1,,,12400
Bogotá,12/9/2024,WERO,7259,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,2,,,12401
Bogotá,12/9/2024,WERO,7248,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,2,,,12402
Cali,12/9/2024,WERO,7516,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,1.1,,,12403
Cali,12/9/2024,WERO,7513,Recolección,Qbano,Calima - Cali,Mezclado,3,,,12404
Cali,12/9/2024,WERO,7517,Recolección,Qbano,Cámbulos - Cali,Mezclado,0,,,12405
Cali,12/9/2024,WERO,7523,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,0.4,,,12406
Cali,12/9/2024,WERO,7514,Recolección,Qbano,Guayacanes - Cali,Mezclado,3.8,,,12407
Cali,12/9/2024,WERO,7512,Recolección,Qbano,La Merced - Cali,Mezclado,15.7,,,12408
Cali,12/9/2024,WERO,7511,Recolección,Qbano,Norte 1 - Cali,Mezclado,6,,,12409
Cali,12/9/2024,WERO,7510,Recolección,Qbano,Norte 2 - Cali,Mezclado,3,,,12410
Cali,12/9/2024,WERO,7518,Recolección,Qbano,Panamericano - Cali,Mezclado,0.85,,,12411
Cali,12/9/2024,WERO,7524,Recolección,Qbano,Republica de Israel - Cali,Mezclado,2.65,,,12412
Cali,12/9/2024,WERO,7515,Recolección,Qbano,San Fernando - Cali,Mezclado,11.6,,,12413
Cali,12/9/2024,WERO,7525,Recolección,Qbano,Valle Grande - Cali,Mezclado,6.35,,,12414
Cali,12/9/2024,WERO,7509,Recolección,Storia D´Amore,Granada,Mezclado,283.9,,,12415
Cali,12/9/2024,WERO,7519,Recolección,Tortelli,Palmas Mall,Mezclado,42.75,,,12416
Cali,12/9/2024,WERO,7508,Recolección,Tortelli,Peñón,Mezclado,25.2,,,12417
Cali,12/10/2024,WERO,7532,Recolección,Dunkin Cali,San Vicente,Mezclado,1.7,,,12418
Cali,12/10/2024,WERO,7546,Recolección,Faró,Ciudad Jardín,Mezclado,26.4,,,12419
Cali,12/10/2024,WERO,,Caracterización,Faró,Cali,Orgánicos,26.4,,,12420
Cali,12/10/2024,WERO,7528,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,8.57,,,12421
Cali,12/10/2024,WERO,7530,Recolección,Mr. Bross,El Refugio,Mezclado,0,,,12422
Cali,12/10/2024,WERO,7533,Recolección,Mr. Bross,La Flora,Mezclado,10.95,,,12423
Cali,12/10/2024,WERO,7527,Recolección,Mr. Bross,Los Gatos,Mezclado,4.2,,,12424
Cali,12/10/2024,WERO,,Caracterización,Once Once,Cali,Cartón,12.05,,,12425
Cali,12/10/2024,WERO,7529,Recolección,Once Once,Cañasgordas,Mezclado,336.35,,,12426
Cali,12/10/2024,WERO,,Caracterización,Once Once,Cali,Orgánicos,193.3,,,12427
Cali,12/10/2024,WERO,,Caracterización,Once Once,Cali,Rechazo,10,,,12428
Cali,12/10/2024,WERO,,Caracterización,Once Once,Cali,Vidrio,121,,,12429
Bogotá,12/10/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Cartón,17,,,12430
Bogotá,12/10/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,PET,120,,,12431
Bogotá,12/10/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Rechazo,6,,,12432
Bogotá,12/10/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Vidrio,23,,,12433
Bogotá,12/10/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,PET,1,,,12434
Cali,12/10/2024,ARAC22,,Recolección,Papa John's,Av. Roosevelt,Mezclado,0,,,12435
Cali,12/10/2024,ARAC22,,Recolección,Papa John's,Granada,Mezclado,0,,,12436
Cali,12/10/2024,ARAC22,,Caracterización,Papa John's,Cali,PET,0,,,12437
Cali,12/10/2024,ARAC22,,Caracterización,Papa John's,Cali,PET,0,,,12438
Cali,12/10/2024,WERO,7547,Recolección,Pisco,Ciudad Jardín,Orgánicos,13,,,12439
Bogotá,12/10/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,7,,,12440
Bogotá,12/10/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,10,,,12441
Bogotá,12/10/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Rechazo,2,,,12442
Cali,12/10/2024,WERO,7542,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,0,,,12443
Cali,12/10/2024,WERO,7540,Recolección,Qbano,Calima - Cali,Mezclado,9.7,,,12444
Cali,12/10/2024,WERO,7544,Recolección,Qbano,Cámbulos - Cali,Mezclado,0,,,12445
Cali,12/10/2024,WERO,7548,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,1.3,,,12446
Cali,12/10/2024,WERO,7541,Recolección,Qbano,Guayacanes - Cali,Mezclado,2.2,,,12447
Cali,12/10/2024,WERO,7539,Recolección,Qbano,La Merced - Cali,Mezclado,20.5,,,12448
Cali,12/10/2024,WERO,7526,Recolección,Qbano,Normandia - Cali,Mezclado,28.25,,,12449
Cali,12/10/2024,WERO,7537,Recolección,Qbano,Norte 1 - Cali,Mezclado,3.1,,,12450
Cali,12/10/2024,WERO,7536,Recolección,Qbano,Norte 2 - Cali,Mezclado,8,,,12451
Cali,12/10/2024,WERO,7545,Recolección,Qbano,Panamericano - Cali,Mezclado,7.8,,,12452
Cali,12/10/2024,WERO,7549,Recolección,Qbano,Republica de Israel - Cali,Mezclado,1.5,,,12453
Cali,12/10/2024,WERO,7543,Recolección,Qbano,San Fernando - Cali,Mezclado,6.5,,,12454
Cali,12/10/2024,WERO,7550,Recolección,Qbano,Valle Grande - Cali,Mezclado,1.9,,,12455
Cali,12/10/2024,WERO,7535,Recolección,Storia D´Amore,Granada,Mezclado,166.1,,,12456
Cali,12/10/2024,WERO,7534,Recolección,Tecnoplast,Popular,Orgánicos,56.7,,,12457
Cali,12/10/2024,WERO,7538,Recolección,Tortelli,Peñón,Mezclado,45.3,,,12458
Bogotá,12/11/2024,WERO,7262,Recolección,Dunkin Bogotá,PV 103,Mezclado,9,,,12459
Bogotá,12/11/2024,WERO,7261,Recolección,Dunkin Bogotá,PV 134,Mezclado,2,,,12460
Bogotá,12/11/2024,WERO,7267,Recolección,Dunkin Bogotá,PV 225,Mezclado,3,,,12461
Bogotá,12/11/2024,WERO,7263,Recolección,Dunkin Bogotá,PV 240,Mezclado,3,,,12462
Bogotá,12/11/2024,WERO,7266,Recolección,Dunkin Bogotá,PV 244,Mezclado,2,,,12463
Bogotá,12/11/2024,WERO,7268,Recolección,Dunkin Bogotá,PV 262,Mezclado,2,,,12464
Bogotá,12/11/2024,WERO,7265,Recolección,Dunkin Bogotá,PV 285,Mezclado,3,,,12465
Bogotá,12/11/2024,WERO,7264,Recolección,Pan Pa' Ya,Calle 32,Mezclado,33,,,12466
Bogotá,12/11/2024,WERO,7270,Recolección,Qbano,Connecta - Bogotá,Mezclado,1,,,12467
Bogotá,12/11/2024,WERO,7274,Recolección,Qbano,Galan - Bogotá,Mezclado,1,,,12468
Bogotá,12/11/2024,WERO,7276,Recolección,Qbano,Kennedy - Bogotá,Mezclado,2,,,12469
Bogotá,12/11/2024,WERO,7272,Recolección,Qbano,Lourdes - Bogotá,Mezclado,1,,,12470
Bogotá,12/11/2024,WERO,7275,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,0,,,12471
Bogotá,12/11/2024,WERO,7271,Recolección,Qbano,Quinta Paredes - Bogotá,Mezclado,0,,,12472
Bogotá,12/11/2024,WERO,7273,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,,,12473
Bogotá,12/11/2024,WERO,7269,Recolección,Qbano,Villa del Prado - Bogotá,Mezclado,1,,,12474
Cali,12/12/2024,WERO,,Caracterización,Calathea,Cali,Cartón,3.4,,,12475
Cali,12/12/2024,WERO,7556,Recolección,Calathea,San Fernando,Mezclado,27.85,,,12476
Cali,12/12/2024,WERO,,Caracterización,Calathea,Cali,Orgánicos,21.7,,,12477
Cali,12/12/2024,WERO,,Caracterización,Calathea,Cali,Plegadiza,0.75,,,12478
Cali,12/12/2024,WERO,,Caracterización,Calathea,Cali,Vidrio,2,,,12479
Bogotá,12/12/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Archivo,6,,,12480
Bogotá,12/12/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Cartón,12,,,12481
Bogotá,12/12/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEAD,2,,,12482
Bogotá,12/12/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,PEBD,5,,,12483
Bogotá,12/12/2024,ASSORSA,,Caracterización,Dunkin Bogotá,Bogotá,Rechazo,4,,,12484
Cali,12/12/2024,WERO,,Caracterización,Dunkin Cali,Cali,Cartón,3.8,,,12485
Cali,12/12/2024,WERO,7560,Recolección,Dunkin Cali,San Vicente,Mezclado,2.9,,,12486
Cali,12/12/2024,WERO,,Caracterización,Dunkin Cali,Cali,PEBD,0.5,,,12487
Cali,12/12/2024,WERO,,Caracterización,Dunkin Cali,Cali,PET,2,,,12488
Cali,12/12/2024,WERO,,Caracterización,Dunkin Cali,Cali,Plegadiza,1.2,,,12489
Cali,12/12/2024,WERO,,Caracterización,Dunkin Cali,Cali,Rechazo,0.7,,,12490
Bogotá,12/12/2024,WERO,7277,Recolección,Mascompost,La serena,Orgánicos,117,,,12491
Cali,12/12/2024,WERO,7557,Recolección,Mr. Bross,El Refugio,Mezclado,3.3,,,12492
Cali,12/12/2024,WERO,7561,Recolección,Mr. Bross,La Flora,Mezclado,3.9,,,12493
Cali,12/12/2024,WERO,7555,Recolección,Mr. Bross,Los Gatos,Mezclado,1.75,,,12494
Cali,12/12/2024,WERO,7558,Recolección,Mr. Bross,Parque del Perro,Mezclado,11.2,,,12495
Bogotá,12/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Cartón,4,,,12496
Bogotá,12/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,PET,19,,,12497
Bogotá,12/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Rechazo,8,,,12498
Bogotá,12/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Vidrio,7,,,12499
Bogotá,12/12/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,1,,,12500
Bogotá,12/12/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,2,,,12501
Bogotá,12/12/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Chatarra,4,,,12502
Cali,12/12/2024,WERO,7554,Recolección,Qbano,Normandia - Cali,Mezclado,13.25,,,12503
Cali,12/12/2024,WERO,7559,Recolección,Uva de Lujo,Granada,Mezclado,5.8,,,12504
Bogotá,12/13/2024,WERO,7280,Recolección,Dunkin Bogotá,PV 225,Mezclado,2,,,12505
Bogotá,12/13/2024,WERO,7279,Recolección,Dunkin Bogotá,PV 240,Mezclado,0,,,12506
Cali,12/13/2024,WERO,,Caracterización,Faró,Cali,Cartón,2.4,,,12507
Cali,12/13/2024,WERO,7581,Recolección,Faró,Ciudad Jardín,Mezclado,62.9,,,12508
Cali,12/13/2024,WERO,,Caracterización,Faró,Cali,Orgánicos,60.5,,,12509
Cali,12/13/2024,WERO,7564,Recolección,Jaramillo Mora,La Flora,Orgánicos,17.3,,,12510
